sep=;
"Version";"4";;;;;
"Language";"en-GB";;;;;
"Local export date";"24.10.2024 13:45:49";;;;;
"Export UTC date";"2024-10-24T20:45:49.126Z";;;;;
"Time zone";"America/Los_Angeles";;;;;
"User name";"admin";;;;;
"Level";"Device";;;;;
"System ID";"Plant:1";;;;;
"System name";"My plant";;;;;
"Device ID";"IGULD:SELF";;;;;
"Device name";"3015507996";;;;;
"Serial number of device";"3015507996";;;;;
"";"";;;;;
"Group";"Name";"Value";"Translated value";"Unit";"Channel";"Access"
"User Rights";"Set installer password";"****";"****";"";"Parameter.Acs.PwdIstl";"RW"
"User Rights";"Set user password";"****";"****";"";"Parameter.Acs.PwdUsr";"RW"
"Device";"Fan test";"303";"Off";"";"Parameter.Coolsys.FanTst";"RW"
"DC Side";"Constant voltage setpoint";"1000";"1000";"V";"Parameter.DcCfg.ConstVolCtl.Vset[0]";"RW"
"DC Side";"Constant voltage setpoint";"1000";"1000";"V";"Parameter.DcCfg.ConstVolCtl.Vset[1]";"RW"
"DC Side";"Constant voltage setpoint";"1000";"1000";"V";"Parameter.DcCfg.ConstVolCtl.Vset[2]";"RW"
"DC Side";"Cycle time of SMA ShadeFix";"360";"360";"s";"Parameter.DcCfg.MPPShdw.CycTms";"RW"
"DC Side";"SMA ShadeFix";"1129";"Yes";"";"Parameter.DcCfg.MPPShdw.IsOn";"RW"
"DC Side";"Critical voltage to end feed-in";"100";"100";"V";"Parameter.DcCfg.StopVol[0]";"RW"
"DC Side";"Critical voltage to end feed-in";"100";"100";"V";"Parameter.DcCfg.StopVol[1]";"RW"
"DC Side";"Critical voltage to end feed-in";"100";"100";"V";"Parameter.DcCfg.StopVol[2]";"RW"
"DC Side";"Start delay input";"1";"1";"s";"Parameter.DcCfg.StrTms";"RW"
"DC Side";"Minimum voltage input";"188";"188";"V";"Parameter.DcCfg.StrVol[0]";"RW"
"DC Side";"Minimum voltage input";"188";"188";"V";"Parameter.DcCfg.StrVol[1]";"RW"
"DC Side";"Minimum voltage input";"188";"188";"V";"Parameter.DcCfg.StrVol[2]";"RW"
"DC Side";"Maximum allowed voltage input";"1040";"1040";"V";"Parameter.DcCfg.VolLim";"RW"
"System communication";"Device updates activated";"1129";"Yes";"";"Parameter.DevUpd.IsOn";"RW"
"Device";"NTP server";"";"";"";"Parameter.DtTm.NtpSrv";"RW"
"Further Applications";"FTP Push active";"1130";"No";"";"Parameter.FTPPush.IsOn";"RW"
"Further Applications";"FTP Push Login";"";"";"";"Parameter.FTPPush.Login";"RW"
"Further Applications";"FTP Push server Port";"21";"21";"";"Parameter.FTPPush.Port";"RW"
"Further Applications";"FTP Push Password";"****";"****";"";"Parameter.FTPPush.Pwd";"RW"
"Further Applications";"FTP Push server path";"";"";"";"Parameter.FTPPush.RemStoLcn";"RW"
"Further Applications";"FTP Push Server Address";"";"";"";"Parameter.FTPPush.Srv";"RW"
"Further Applications";"Cycle of FTP push upload";"1189";"daily";"";"Parameter.FTPPush.UpldCyc";"RW"
"Grid Monitoring";"Country standard set";"7631";"[US] UL1741/SB Cat.B-II";"";"Parameter.GridGuard.Cntry";"RO"
"Grid Monitoring";"Islanding detection, permissible grid unbalance";"50";"50";"%";"Parameter.GridGuard.Cntry.Aid.AsymDet.AsymMax";"RW"
"Grid Monitoring";"Islanding detection, tripping time of the unbalance detection";"5000";"5000";"ms";"Parameter.GridGuard.Cntry.Aid.AsymDet.AsymMaxTmms";"RW"
"Grid Monitoring";"Islanding detection, status of the unbalance detection";"303";"Off";"";"Parameter.GridGuard.Cntry.Aid.AsymDet.Stt";"RW"
"Grid Monitoring";"Islanding detection, tripping time of the frequency monitor";"2000";"2000";"ms";"Parameter.GridGuard.Cntry.Aid.HzMon.HzMonTmms";"RW"
"Grid Monitoring";"Islanding detection, status of frequency monitor";"308";"On";"";"Parameter.GridGuard.Cntry.Aid.HzMon.Stt";"RW"
"Grid Monitoring";"Tripping threshold DC current monitoring";"1";"1";"A";"Parameter.GridGuard.Cntry.AMaxOfs";"RW"
"Grid Monitoring";"DC monitoring mode";"4510";"Tripping threshold DC current monitoring in %";"";"Parameter.GridGuard.Cntry.AMaxOfsMod";"RW"
"Grid Monitoring";"Tripping threshold DC current monitoring";"0.5";"0.5";"%";"Parameter.GridGuard.Cntry.AMaxOfsNom";"RW"
"Grid Monitoring";"Tripping time DC current monitoring for % tripping threshold";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.AMaxOfsNomTmms";"RW"
"Grid Monitoring";"Tripping time DC current monitoring";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.AMaxOfsTmms";"RW"
"Grid Monitoring";"Frequency monitoring, max. frequency change per second";"10";"10";"Hz/s";"Parameter.GridGuard.Cntry.FrqCtl.ChgMax";"RW"
"Grid Monitoring";"Frequency monitoring, maximum frequency change tripping time";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.ChgMaxTmms";"RW"
"Grid Monitoring";"Maximum connection frequency after restart";"60.1";"60.1";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ConnMax";"RW"
"Grid Monitoring";"Minimum connection frequency after restart";"59.5";"59.5";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ConnMin";"RW"
"Grid Monitoring";"Frequency monitoring, lower maximum threshold";"61.2";"61.2";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.hLim";"RW"
"Grid Monitoring";"Frequency monitoring, lower max. threshold trip. time";"300000";"300000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.hLimTmms";"RW"
"Grid Monitoring";"Frequency monitoring upper minimum threshold";"58.5";"58.5";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.lLim";"RW"
"Grid Monitoring";"Frequency monitoring, upper min. threshold trip. time";"300000";"300000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.lLimTmms";"RW"
"Grid Monitoring";"Frequency monitoring upper maximum threshold";"62";"62";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.Max";"RW"
"Grid Monitoring";"Frequency monitoring upper max. threshold trip. time";"160";"160";"ms";"Parameter.GridGuard.Cntry.FrqCtl.MaxTmms";"RW"
"Grid Monitoring";"Frequency monitoring, lower minimum threshold";"56.5";"56.5";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.Min";"RW"
"Grid Monitoring";"Frequency monitoring, lower min. threshold trip. time";"160";"160";"ms";"Parameter.GridGuard.Cntry.FrqCtl.MinTmms";"RW"
"Grid Monitoring";"Maximum switching frequency";"60.1";"60.1";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ReconMax";"RW"
"Grid Monitoring";"Maximum connection frequency after overfrequency disconnection";"60.1";"60.1";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ReconMaxFrqMax";"RW"
"Grid Monitoring";"Minimum switching frequency";"59.5";"59.5";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ReconMin";"RW"
"Grid Monitoring";"Frequency monitoring switchable max. threshold";"66";"66";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.SwMax";"RW"
"Grid Monitoring";"Frequency monit. switchable max. threshold tripping time";"1000000";"1000000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.SwMaxTmms";"RW"
"Grid Monitoring";"Frequency monitoring switchable min. threshold";"44";"44";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.SwMin";"RW"
"Grid Monitoring";"Frequency monit. switchable min. threshold tripping time";"1000000";"1000000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.SwMinTmms";"RW"
"Grid Monitoring";"Reconnection time after grid fault";"300";"300";"s";"Parameter.GridGuard.Cntry.GriFltMonTms";"RW"
"Grid Monitoring";"Reconnection time upon short interruption";"300";"300";"s";"Parameter.GridGuard.Cntry.GriFltReConTms";"RW"
"Grid Monitoring";"Maximum duration of a short interruption";"3";"3";"s";"Parameter.GridGuard.Cntry.GriFltTms";"RW"
"Grid Monitoring";"Reconnection time upon restart";"300";"300";"s";"Parameter.GridGuard.Cntry.GriStrTms";"RW"
"Grid Monitoring";"Nominal frequency";"60";"60";"Hz";"Parameter.GridGuard.Cntry.HzRtg";"RW"
"Grid Monitoring";"Disconnection limit for leakage current";"0.3";"0.3";"A";"Parameter.GridGuard.Cntry.LeakAMax";"RW"
"Grid Monitoring";"Minimum insulation resistance";"100000";"100000";"Ohm";"Parameter.GridGuard.Cntry.LeakRisMin";"RW"
"Grid Monitoring";"Maximum connection voltage after restart";"1.05";"1.05";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.ConnMaxPu";"RW"
"Grid Monitoring";"Minimum connection voltage after restart";"0.917";"0.917";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.ConnMinPu";"RW"
"Grid Monitoring";"Voltage monitoring, median maximum threshold";"1.1";"1.1";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.hhLimPu";"RW"
"Grid Monitoring";"Voltage monitoring, median max. threshold trip.time";"2000";"2000";"ms";"Parameter.GridGuard.Cntry.VolCtl.hhLimTmms";"RW"
"Grid Monitoring";"Voltage monitoring, lower maximum threshold";"1.1";"1.1";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.hLimPu";"RW"
"Grid Monitoring";"Voltage monitoring, lower max. threshold trip. time";"1000000";"1000000";"ms";"Parameter.GridGuard.Cntry.VolCtl.hLimTmms";"RW"
"Grid Monitoring";"Voltage monitoring, upper minimum threshold";"0.7";"0.7";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.lLimPu";"RW"
"Grid Monitoring";"Voltage monitoring, lower min. threshold trip. time";"1000000";"1000000";"ms";"Parameter.GridGuard.Cntry.VolCtl.lLimTmms";"RW"
"Grid Monitoring";"Voltage monitoring, median minimum threshold";"0.7";"0.7";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.llLimPu";"RW"
"Grid Monitoring";"Voltage monitoring, median min. threshold trip.time";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.llLimTmms";"RW"
"Grid Monitoring";"Voltage monitoring, peak voltage threshold";"1.78";"1.78";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.MaxPeakPu";"RW"
"Grid Monitoring";"Voltage monitoring, peak voltage threshold tripping time";"0.312";"0.312";"ms";"Parameter.GridGuard.Cntry.VolCtl.MaxPeakTmms";"RW"
"Grid Monitoring";"Voltage monitoring, upper maximum threshold";"1.2";"1.2";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.MaxPu";"RW"
"Grid Monitoring";"Voltage monitoring, upper max. threshold trip. time";"160";"160";"ms";"Parameter.GridGuard.Cntry.VolCtl.MaxPuTmms";"RW"
"Grid Monitoring";"Voltage monitoring, lower minimum threshold";"0.45";"0.45";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.MinPu";"RW"
"Grid Monitoring";"Voltage monitoring, lower min. threshold trip. time";"160";"160";"ms";"Parameter.GridGuard.Cntry.VolCtl.MinTmms";"RW"
"Grid Monitoring";"Max. voltage for reconnection";"1.05";"1.05";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.ReconMaxPu";"RW"
"Grid Monitoring";"Min. voltage for reconnection";"0.917";"0.917";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.ReconMinPu";"RW"
"Grid Monitoring";"Volt. increase prot.";"2";"2";"p.u.";"Parameter.GridGuard.Cntry.VolCtl.RproPu";"RW"
"Grid Monitoring";"Voltage increase protection trigger time";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.RproTmms";"RW"
"Grid Monitoring";"Underlying country standard";"7631";"[US] UL1741/SB Cat.B-II";"";"Parameter.GridGuard.CntryBas";"RO"
"Grid Monitoring";"Set country standard";"undefined";"undefined";"";"Parameter.GridGuard.CntrySet";"RW"
"AC Side";"Grid type";"18008";"480V/277V, Three phase and neutral";"";"Parameter.GridMs.GriTyp";"RO"
"External Communication";"Goose application ID";"16384";"16384";"";"Parameter.IecCfg.GoCfg.GoAppId";"RW"
"External Communication";"Goose-Mac address";"01:0C:CD:01:00:00";"01:0C:CD:01:00:00";"";"Parameter.IecCfg.GoCfg.GoMacId";"RW"
"Device";"AFCI switched on";"1129";"Yes";"";"Parameter.Inverter.AfciIsOn";"RW"
"System and device control";"External cos φ setting, fallback behavior";"2507";"Apply fallback values";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.CtlComMssMod";"RW"
"System and device control";"External cos φ setpoint specification, fallback value of cos φ for active power output";"1";"1";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPF";"RW"
"System and device control";"External cos φ setpoint specification, fallback value of the excitation type for active power output";"1041";"Overexcited";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFExt";"RW"
"System and device control";"External cos φ setting, fallback value of excitation type in case of active power draw";"1041";"Overexcited";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFExtIn";"RW"
"System and device control";"External cos φ setting, fallback value of cos φ in case of active power draw";"1";"1";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFIn";"RW"
"System and device control";"External cos φ setting, timeout";"600";"600";"s";"Parameter.Inverter.CtlComCfg.PFCtlCom.TmsOut";"RW"
"System and device control";"External reactive power setting, fallback behavior";"2507";"Apply fallback values";"";"Parameter.Inverter.CtlComCfg.VArCtlCom.CtlComMssMod";"RW"
"System and device control";"External reactive power setting, fallback value";"0";"0";"%";"Parameter.Inverter.CtlComCfg.VArCtlCom.FlbVArNom";"RW"
"System and device control";"External reactive power setpoint, activation of the ramp rate in fallback behavior";"303";"Off";"";"Parameter.Inverter.CtlComCfg.VArCtlCom.GraFlbMod";"RW"
"System and device control";"External reactive power setting, timeout";"600";"600";"s";"Parameter.Inverter.CtlComCfg.VArCtlCom.TmsOut";"RW"
"System and device control";"External reactive power setpoint, ramp rate in fallback behavior";"20";"20";"%/s";"Parameter.Inverter.CtlComCfg.VArCtlCom.VArGraFlb";"RW"
"System and device control";"Q(V), fallback behavior for absent reference voltage setting";"2507";"Apply fallback values";"";"Parameter.Inverter.CtlComCfg.VArCtlVolCom.CtlComMssMod";"RW"
"System and device control";"Q(V), fallback of reference voltage";"1";"1";"p.u.";"Parameter.Inverter.CtlComCfg.VArCtlVolCom.FlbVolRefPu";"RW"
"System and device control";"Q(V), timeout for absent reference voltage setting";"600";"600";"s";"Parameter.Inverter.CtlComCfg.VArCtlVolCom.TmsOut";"RW"
"System and device control";"External active power setting, fallback behavior";"2506";"Values maintained";"";"Parameter.Inverter.CtlComCfg.WCtlCom.CtlComMssMod";"RW"
"System and device control";"External active power specification, fallback value as normalized maximum active power";"100";"100";"%";"Parameter.Inverter.CtlComCfg.WCtlCom.FlbWMaxNom";"RW"
"System and device control";"External active power specification, fallback value as normalized minimum active power";"-100";"-100";"%";"Parameter.Inverter.CtlComCfg.WCtlCom.FlbWMinNom";"RW"
"System and device control";"External active power setpoint, activation of the ramp rate in fallback behavior";"303";"Off";"";"Parameter.Inverter.CtlComCfg.WCtlCom.GraFlbMod";"RW"
"System and device control";"External active power setting, timeout";"600";"600";"s";"Parameter.Inverter.CtlComCfg.WCtlCom.TmsOut";"RW"
"System and device control";"External active power setpoint, ramp rate in fallback behavior";"20";"20";"%/s";"Parameter.Inverter.CtlComCfg.WCtlCom.WGraFlb";"RW"
"System and device control";"External active power setting 2, fallback behavior";"2506";"Values maintained";"";"Parameter.Inverter.CtlComCfg.WCtlCom2.CtlComMssMod";"RW"
"System and device control";"External active power specification 2, fallback value as normalized maximum active power";"100";"100";"%";"Parameter.Inverter.CtlComCfg.WCtlCom2.FlbWMaxNom";"RW"
"System and device control";"External active power specification 2, fallback value as normalized minimum active power";"-100";"-100";"%";"Parameter.Inverter.CtlComCfg.WCtlCom2.FlbWMinNom";"RW"
"System and device control";"External active power setpoint 2, activation of the ramp rate in fallback behavior";"303";"Off";"";"Parameter.Inverter.CtlComCfg.WCtlCom2.GraFlbMod";"RW"
"System and device control";"External active power setting 2, timeout";"600";"600";"s";"Parameter.Inverter.CtlComCfg.WCtlCom2.TmsOut";"RW"
"System and device control";"External active power setpoint 2, ramp rate in fallback behavior";"20";"20";"%/s";"Parameter.Inverter.CtlComCfg.WCtlCom2.WGraFlb";"RW"
"System and device control";"Dynamic grid support, long-term averaging time of the pre-fault voltage";"60";"60";"s";"Parameter.Inverter.DGSModCfg.AvLtTms";"RW"
"System and device control";"Dynamic grid support, short-term averaging time of the pre-fault voltage";"1";"1";"s";"Parameter.Inverter.DGSModCfg.AvStTms";"RW"
"System and device control";"Dynamic grid support, voltages to be used for voltage jump detection";"4432";"Outer conductor and phase voltage";"";"Parameter.Inverter.DGSModCfg.DGSFlCfg.AppVolStep";"RW"
"System and device control";"Dynamic grid support, reactive current static";"4434";"Zero at origin";"";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraMod";"RW"
"System and device control";"Dynamic grid support, k-factor of react. current stat. in neg. system";"2";"2";"";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraNegSeq";"RW"
"System and device control";"Dynamic grid support, k-factor of react. current stat. for undervolt.";"2";"2";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraSag";"RW"
"System and device control";"Dynamic grid support, k-factor of react. current stat. for overvolt.";"2";"2";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraSwell";"RW"
"System and device control";"Dynamic grid support, maximum reactive current in case of undervoltage";"100";"100";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArMaxSag";"RW"
"System and device control";"Dynamic grid support, maximum reactive current in case of overvoltage";"100";"100";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArMaxSwell";"RW"
"System and device control";"Dynamic grid support, maximum duration of providing reactive current";"60000";"60000";"ms";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArStrMaxTmms";"RW"
"System and device control";"Dynamic grid support, minimum duration of providing reactive current";"0";"0";"ms";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArStrMinTmms";"RW"
"System and device control";"Dynamic grid support, active current priority at apparent current limit";"303";"Off";"";"Parameter.Inverter.DGSModCfg.DGSFlCfg.AWattPrioEna";"RW"
"System and device control";"Dynamic grid support, overvoltage threshold for reactive current";"1.1";"1.1";"p.u.";"Parameter.Inverter.DGSModCfg.DGSFlCfg.DbVMaxPu";"RW"
"System and device control";"Dynamic grid support, undervoltage threshold for reactive current";"0.9";"0.9";"p.u.";"Parameter.Inverter.DGSModCfg.DGSFlCfg.DbVMinPu";"RW"
"System and device control";"Dynamic grid support, reactive current change rate after fault end";"2500";"2500";"%/s";"Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArGraMax";"RW"
"System and device control";"Dynamic grid support, time for providing reactive power after voltage leap";"0";"0";"s";"Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArMaxTms";"RW"
"System and device control";"Dynamic grid support, lag time in case of undervoltage";"500";"500";"ms";"Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArStopSagTmms";"RW"
"System and device control";"Dynamic grid support, lag time in case of overvoltage";"500";"500";"ms";"Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.ArStopSwellTmms";"RW"
"System and device control";"Dynamic grid support, active current change rate after fault end";"2500";"2500";"%/s";"Parameter.Inverter.DGSModCfg.DGSFlCfg.FltEnd.AWattGraMax";"RW"
"System and device control";"Dynamic grid support, voltage leap height";"0.2";"0.2";"p.u.";"Parameter.Inverter.DGSModCfg.DGSFlCfg.StepVolPu";"RW"
"System and device control";"Dynamic grid support, averaging for reactive current static";"308";"On";"";"Parameter.Inverter.DGSModCfg.DGSFlCfg.VRefArMod";"RW"
"System and device control";"Dynamic grid support, operating mode";"1265";"Limited dynamic grid support";"";"Parameter.Inverter.DGSModCfg.DGSMod";"RW"
"System and device control";"Dynamic grid support, hysteresis voltage";"0.02";"0.02";"p.u.";"Parameter.Inverter.DGSModCfg.HystVolPu";"RW"
"System and device control";"Dynamic grid support, reactive power dynamic after error end";"303";"Off";"";"Parameter.Inverter.DGSModCfg.VArDynEna";"RW"
"System and device control";"Dynamic grid support, averaging of threshold value detection";"303";"Off";"";"Parameter.Inverter.DGSModCfg.VRefThMod";"RW"
"System and device control";"Dynamic grid support, overvoltage threshold for zero current";"1.1";"1.1";"p.u.";"Parameter.Inverter.DGSModCfg.ZerCurOvVolPu";"RW"
"System and device control";"Dynamic grid support, delay time for residual current at overvoltage";"0";"0";"ms";"Parameter.Inverter.DGSModCfg.ZerCurOvVolTmms";"RW"
"System and device control";"Dynamic grid support, undervoltage threshold for zero current";"0.5";"0.5";"p.u.";"Parameter.Inverter.DGSModCfg.ZerCurUnVolPu";"RW"
"System and device control";"Dynamic grid support, delay time for residual current at undervoltage";"0";"0";"ms";"Parameter.Inverter.DGSModCfg.ZerCurUnVolTmms";"RW"
"Device";"Flightrecorder selection";"3889";"General";"";"Parameter.Inverter.FliSel";"RO"
"AC Side";"Grid type";"undefined";"undefined";"";"Parameter.Inverter.GriTyp";"RW"
"AC Side";"Neutral conductor connected";"1129";"Yes";"";"Parameter.Inverter.NConn";"RW"
"AC Side";"Phase assignment";"326";"Phases L1, L2 and L3";"";"Parameter.Inverter.OutPhs";"RW"
"AC Side";"Nominal cos φ PFMinQ1";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ1";"RW"
"Type Label";"Rated cos φ PFMinQ1Rtg";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ1Rtg";"RO"
"AC Side";"Nominal cos φ PFMinQ2";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ2";"RW"
"Type Label";"Rated cos φ PFMinQ2Rtg";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ2Rtg";"RO"
"AC Side";"Nominal cos φ PFMinQ3";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ3";"RW"
"Type Label";"Rated cos φ PFMinQ3Rtg";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ3Rtg";"RO"
"AC Side";"Nominal cos φ PFMinQ4";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ4";"RW"
"Type Label";"Rated cos φ PFMinQ4Rtg";"0.8";"0.8";"";"Parameter.Inverter.PFMinQ4Rtg";"RO"
"AC Side";"Grid nominal voltage";"480";"480";"V";"Parameter.Inverter.PlntCtl.VRef";"RW"
